,Unnamed: 0,compound_id,assay_id,compound_molregno,assay_organism,td_organism,relationship_type,standard_relation,standard_value,standard_units,standard_type,activity_comment,doc_id,tid,parent_type,target_type,confidence_score,pref_name
719,42230,CHEMBL3891870,CHEMBL3882753,2101241,Homo sapiens,Homo sapiens,D,=,10.0,%,Inhibition,,102409,11542,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 21
720,42231,CHEMBL3941526,CHEMBL3882753,2150897,Homo sapiens,Homo sapiens,D,<,10.0,%,Inhibition,,102409,11542,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 21
721,42232,CHEMBL3982662,CHEMBL3882753,2192033,Homo sapiens,Homo sapiens,D,>=,50.0,%,Inhibition,,102409,11542,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 21
722,42233,CHEMBL3903145,CHEMBL3882753,2112516,Homo sapiens,Homo sapiens,D,>=,50.0,%,Inhibition,,102409,11542,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 21
723,42234,CHEMBL3970536,CHEMBL3882753,2179907,Homo sapiens,Homo sapiens,D,=,10.0,%,Inhibition,,102409,11542,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 21
724,42235,CHEMBL3899979,CHEMBL3882753,2109350,Homo sapiens,Homo sapiens,D,>=,50.0,%,Inhibition,,102409,11542,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 21
725,42236,CHEMBL3928920,CHEMBL3882753,2138291,Homo sapiens,Homo sapiens,D,=,10.0,%,Inhibition,,102409,11542,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 21
726,42237,CHEMBL4098297,CHEMBL4029978,2238208,Homo sapiens,Homo sapiens,D,>,10000.0,nM,IC50,,105052,11542,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 21
727,42238,CHEMBL4080256,CHEMBL4029978,2220167,Homo sapiens,Homo sapiens,D,>,10000.0,nM,IC50,,105052,11542,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 21
728,42239,CHEMBL4071689,CHEMBL4029978,2211600,Homo sapiens,Homo sapiens,D,>,10000.0,nM,IC50,,105052,11542,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 21
729,42240,CHEMBL4080420,CHEMBL4029978,2220331,Homo sapiens,Homo sapiens,D,>,10000.0,nM,IC50,,105052,11542,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 21
730,42241,CHEMBL4067000,CHEMBL4029978,2206911,Homo sapiens,Homo sapiens,D,>,10000.0,nM,IC50,,105052,11542,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 21
